069500.KS,232080.KS,143850.KS,195930.KS,238720.KS,192090.KS,148070.KS,136340.KS,182490.KS,132030.KS,130680.KS,114800.KS,138230.KS,139660.KS
3.2959845,4.161879106682713,2.4661286461663936,3.8928819894039077,4.177544434266341,7.394489926339694,23.343754752226648,9.414515459861958,6.655741969782612,3.8756870458349537,5.730371142632954,24.802611521065323,4.084394005736492,0.0
3.2867014,4.147427452458243,2.464533081685907,3.890384628800556,4.175847018006502,7.390229181206181,23.362832974377707,9.418650688576278,6.655425496586632,3.8801500489781127,5.717082280422749,24.810100293433162,4.087336855467959,0.0
3.2898922,4.1525241859053095,2.464380263939196,3.8936513475529457,4.177141468048871,7.393951772201218,23.348911098407076,9.419656584933128,6.654817033116026,3.8751343585003615,5.727906988137623,24.805957355394277,4.085967543863984,0.0
3.285928,4.155896951988306,2.461085188207661,3.8940823003061795,4.176068784715032,7.395147526412754,23.346040023201216,9.419037165739981,6.652107743676037,3.870815674789748,5.735157687437114,24.809192210598766,4.085368742927212,0.0
3.2836676,4.156386573270251,2.4595140995789904,3.8930875036056865,4.175782263518886,7.392197283215596,23.345195938682586,9.418353546291627,6.650933639479219,3.8653249740570446,5.742034811326708,24.8171603771682,4.084028989805218,0.0
3.2937362,4.167405381319314,2.462183762518429,3.895689783598999,4.178929971017347,7.39728720030736,23.329727927403678,9.416337408087697,6.654329630448711,3.867053582387013,5.745444854477407,24.802872436096244,4.082738062337778,0.0
3.314585,4.191237632708712,2.4693377811656356,3.903440257907429,4.184021756711657,7.40871686218815,23.291404274380575,9.411389037584756,6.659269839566856,3.8673095775294963,5.7600376680579926,24.77407974185576,4.079755570342987,0.0
3.3390403,4.217684863580472,2.4796662350567056,3.9098447609570353,4.190702822573338,7.4280608871044675,23.252820873841824,9.409791660408752,6.66568485009002,3.877398880181828,5.7645043781661975,24.72460430392681,4.079235484112533,0.0
3.3447511,4.223536767136482,2.4816582776499896,3.909259579325798,4.1925182759990705,7.431043566857691,23.251784167191044,9.40999278057836,6.666073010343841,3.8846688818489885,5.755870197200205,24.713524742388667,4.080069753479867,0.0
3.3428528,4.218854593433144,2.4794721419350947,3.9079390523347914,4.191878937642625,7.433339408724569,23.260143786342176,9.413347101833692,6.66790446439163,3.8870557549660503,5.748133084044378,24.71148805249738,4.080443621854495,0.0
3.3711758,4.25039172675608,2.4898402272775826,3.917432107957076,4.199887133483267,7.4549620875693305,23.214492906210644,9.410496379078765,6.676783708872789,3.8953616772785504,5.754513868980236,24.65724030442309,4.078597872112601,0.0
3.4109905,4.296544496464455,2.50377306141743,3.929124831914746,4.2114736340255625,7.486179159386832,23.15167951491125,9.407707381354083,6.688232544230928,3.9070347400978265,5.761529452749154,24.580921893848465,4.075799289599271,0.0
3.435297,4.326691222597695,2.5124523926163596,3.9377747573778397,4.218999483324627,7.505104189455144,23.109849730857224,9.405656966427918,6.6945543329493065,3.9112231280336016,5.769889582233384,24.53417670077381,4.073627513353084,0.0
3.4630563,4.361269999985944,2.5243354204985953,3.9471746678598945,4.226228131338367,7.529604019773191,23.06880443977072,9.401438604195542,6.703111876155199,3.9255295877172065,5.765331359534335,24.47427665807599,4.072895235095015,0.0
3.4794662,4.382543425144824,2.5300208678182443,3.9510185728258067,4.231164240769616,7.546686652824521,23.044891734796096,9.401949456022447,6.708632457976231,3.9322524109607646,5.7628554878340665,24.436100338725947,4.071884354301435,0.0
3.510583,4.414933189823836,2.543052955107551,3.95924235428766,4.239729921947714,7.570459055857656,23.00125260481564,9.398755751334505,6.716790972034782,3.9470331388272566,5.763192025643462,24.3744001822343,4.071157848085636,0.0
3.552439,4.463749471764791,2.560685886300898,3.9709680344694984,4.249853559808253,7.608565290734512,22.943834675698646,9.395080055810137,6.725650315429009,3.972883479393906,5.75323904287326,24.285272369798413,4.070217817918672,0.0
3.5978491,4.522639169333152,2.581676280686111,3.980319223640404,4.258807404240912,7.6577035095927,22.897339398925432,9.394126359147688,6.734814363683039,4.008134577717307,5.7163198834513995,24.177686331594487,4.070433497987368,0.0
3.6595736,4.6131278697738365,2.607075926780465,3.9966818043609424,4.270445888266085,7.716222438015318,22.82479498462201,9.384946537856283,6.7466648135713765,4.042111328884683,5.685748868909987,24.045082231082716,4.067097307876292,0.0
3.7192338,4.703310723373195,2.6308718186662,4.011242710451034,4.28162765294427,7.774497890042284,22.756357668159573,9.374869103532072,6.759482204921293,4.071369671444551,5.6582732940239735,23.915601637341734,4.062495625099826,0.0
3.7948809,4.809821652081943,2.6634599380350696,4.03464715992515,4.294355981429281,7.846262441998103,22.665662232319466,9.358088635077145,6.771407349868625,4.104887491733497,5.631368309287935,23.763101671887625,4.0569371363561775,0.0
3.8707423,4.910920926656327,2.699341667986668,4.059600953283516,4.305348811216442,7.9124658953609694,22.575677532176513,9.336230089882589,6.781012800274191,4.13301314764813,5.610370805190761,23.62546506664036,4.050552303683523,0.0
3.937471,4.997289812153031,2.7298970927056425,4.082274764584458,4.316125883401812,7.967816004678495,22.490559131070977,9.31932570024611,6.791256730336255,4.150354587529366,5.601934519119654,23.509494406973744,4.043671367200465,0.0
4.04552,5.129456632350789,2.7799031980840674,4.11710093163743,4.332014283301072,8.055107160384313,22.372843726509657,9.298974394684132,6.809043572263408,4.186768024249447,5.565268360759512,23.31999382486395,4.033525890912211,0.0
4.1384716,5.23791585384621,2.822289138908303,4.147299046663297,4.34481572563596,8.126333922164292,22.26978140271537,9.282097304258713,6.8269078970741655,4.208226932155191,5.548477678239975,23.16269960183515,4.023155496503385,0.0
4.2146688,5.333264141110009,2.8587733394349777,4.173549818757842,4.35704712312796,8.188039791161843,22.182080306601605,9.267078712223856,6.839846921528824,4.228612216684018,5.530243990137162,23.025336777351296,4.016126861880609,0.0
4.2941766,5.427605151163029,2.8969922714114746,4.198466731276531,4.3674352438569635,8.251896305528431,22.098976913104064,9.250913400828436,6.853735771305454,4.255775680901463,5.503816086118325,22.885957268489918,4.008429176015929,0.0
4.3793344,5.530324526068914,2.9408386221256864,4.2246151159833945,4.380872868949371,8.32393095486514,22.02080204350475,9.23949456723807,6.865542202460814,4.295425124607534,5.461450605246481,22.717878361843706,3.9988250071061526,0.0
4.476147,5.6491596045156784,2.9939659863407053,4.255622664545231,4.400608344843531,8.405148262485081,21.927226101238467,9.228702821281045,6.874889233157082,4.337055628268172,5.422761060187365,22.51799376330397,3.9868665298336805,0.0
4.593629,5.78444910860534,3.059121898435391,4.292583755050975,4.4253445949627634,8.503561010601437,21.818159201053106,9.21771981362662,6.887408255419722,4.385636869530917,5.374049892856527,22.27927725170774,3.972688348149461,0.0
4.6748934,5.871734943465843,3.109397516153003,4.309517337261999,4.443150861954398,8.580644998113597,21.76186811443663,9.209501362142193,6.901976643683107,4.423394996315277,5.318477865391154,22.111033210099727,3.9593021509830626,0.0
4.796606,6.0052503047916765,3.183746176627632,4.330641084585276,4.4688004546123965,8.702753382707375,21.679208699414847,9.19845528353218,6.928675222597541,4.483339958307702,5.224895506659031,21.85691876307527,3.937315163089071,0.0
4.8983917,6.114933463780456,3.2432658733738644,4.3501223719908415,4.489819566539786,8.805848619398173,21.60406336280894,9.188872574819921,6.952373110644109,4.525156502717326,5.155319456770367,21.652465270479844,3.9177598266763543,0.0
5.002226,6.226614190943472,3.3062660207950283,4.370188329785686,4.512426913241292,8.907119499244226,21.524172968483942,9.179102690296062,6.9745898615839685,4.566830288451027,5.0921816044413255,21.442688961126738,3.897818671607222,0.0
5.1437454,6.380451356448799,3.390861867288698,4.397945559472857,4.541676705275881,9.051712907691325,21.427486614342573,9.167423764768547,7.005417651506704,4.634204065255049,4.98271914924622,21.148479220045715,3.871621138657623,0.0
5.265959,6.503796653844951,3.465090020268016,4.421852043906487,4.567261975503185,9.173944417766776,21.34051118844896,9.156518790894866,7.029608927860112,4.682620617646827,4.9082062722712125,20.902894458164138,3.8476946334244784,0.0
5.43974,6.68066930783267,3.5714909655066926,4.455389270519742,4.603482672466539,9.349230188209305,21.222889878809127,9.141141707568982,7.062589170655377,4.757033441195422,4.7890759728907675,20.552463394346145,3.814544029999243,0.0
5.618844,6.867345931202385,3.680884597073676,4.489756322951148,4.638790625219476,9.534728339600854,21.09927284659778,9.125166718393448,7.103390291319355,4.8326552739110396,4.661273078809381,20.186446579064963,3.7802893958565114,0.0
5.8383646,7.090993327883228,3.819028564536956,4.533780836766598,4.68446917753806,9.75532482118826,20.94185148113311,9.10730025860618,7.149209715157929,4.92057893550897,4.520713199962676,19.73802250839082,3.7387271733272027,0.0
6.056198,7.3142459463208995,3.9566238006438867,4.578939603813551,4.728854530782469,9.972722642464484,20.785404796089505,9.084466177926803,7.193561469830851,5.012200702232721,4.381262724101517,19.293244810449405,3.698472795343898,0.0
6.2269807,7.495668612997236,4.066114226116822,4.613804582472116,4.765165812513222,10.15275690863597,20.667336430725236,9.07501623737257,7.228256308424432,5.090301648515811,4.250983814136915,18.927263475862183,3.667331942227482,0.0
6.4251585,7.693249727334002,4.1751212592880975,4.656453248728733,4.798057029691549,10.354879408551735,20.542229795873137,9.062671904196069,7.27519618445609,5.169649682266756,4.119570852256054,18.525254759234038,3.6276661481237453,0.0
6.5892005,7.862491209328777,4.2652599316031,4.693210385112425,4.826402673390699,10.528129058634091,20.444506673737507,9.055288871882054,7.308753391811537,5.245401272519694,4.002332663551848,18.171252731890615,3.5969711365376336,0.0
6.715797,7.992666659370682,4.336508950490726,4.718729741645278,4.848850707974303,10.671049548315729,20.378781602025693,9.053889267447108,7.334991498415421,5.309654904992961,3.8922731544604448,17.890326914864694,3.57227704999696,0.0
6.818067,8.106959106197097,4.394205376545616,4.740712041805144,4.8672725233998015,10.78845753254704,20.325322622501364,9.05034479834049,7.354054228357073,5.369580210618195,3.7925315359290606,17.656316961580874,3.5542430621782404,0.0
6.8955207,8.192530047688718,4.4377649396717125,4.752917679071919,4.879175843772209,10.883571514386702,20.30230794312023,9.052019357364093,7.368606375853225,5.4275028774959875,3.69259527065541,17.470580433621894,3.5404277172979124,0.0
6.991476,8.294827768235075,4.492691909194926,4.767289854519842,4.896771533056935,11.004415933891996,20.26945583606742,9.056018203406527,7.385677133436548,5.494132470684099,3.575681672321534,17.241021630861145,3.522016054323967,0.0
7.0580707,8.369611058780103,4.529334273811657,4.77544365666673,4.906616320618568,11.09419663004228,20.261600819982142,9.06015657360093,7.397069127655195,5.556497410127905,3.464793710999261,17.07389519144222,3.5107852262729846,0.0
7.1537495,8.470141246632954,4.584851126096623,4.788931946126934,4.92292259449726,11.212584634148042,20.238168850572183,9.062048799454173,7.41344596839784,5.630888677829579,3.33986618697861,16.842885996963254,3.4932639723025476,0.0
7.2754135,8.599842860890378,4.653818211255112,4.809858798938208,4.942886074525142,11.357900474841774,20.190112864458616,9.06206295339354,7.436534116211722,5.709685233442132,3.206889241124101,16.560531016231554,3.4698781546877457,0.0
7.344308,8.67177385933933,4.691825454421547,4.8211893376077795,4.9520771422965515,11.446294203940163,20.17710491179964,9.06337635638228,7.451919270180696,5.763739859472054,3.1123215053111832,16.391616985089865,3.456761114158912,0.0
7.4169455,8.752405174225949,4.734066781523611,4.833380960659799,4.963409399913951,11.537246342659257,20.158307826136635,9.062643374307617,7.464675995095901,5.822626790668005,3.013692768239955,16.214014733424126,3.4435298531451877,0.0
7.504825,8.850476737729442,4.7853238520691015,4.853015598794107,4.977516254372083,11.639621666927244,20.11914013815873,9.05635990813774,7.483454088388151,5.880620761803279,2.917523300534174,16.009458767923025,3.427488925162925,0.0
7.5626216,8.914412614842023,4.819092179584485,4.864718421233227,4.986464630754529,11.712266843822135,20.107010871104922,9.056045801941142,7.494690881247311,5.928042647096031,2.8346780787201675,15.864854483080798,3.4177225465732284,0.0
7.6517715,9.010035587505607,4.871467714620096,4.88083443491649,4.999718906348191,11.819528656087648,20.06583327350273,9.056640164554887,7.51187686327145,5.985632055300007,2.740612156666481,15.656029003706129,3.4017911835202694,0.0
7.7227473,9.088461723314156,4.913992077462641,4.893309841087059,5.011111784805475,11.913644375312202,20.04130920452716,9.057475756078786,7.523744610738582,6.0389236762623675,2.6506553538030575,15.477237592297255,3.3901340043112467,0.0
7.7626667,9.13035062353385,4.935620212093294,4.898204234740782,5.014725382240557,11.970760126262974,20.03945604065269,9.05857166253309,7.52986713601241,6.075776214433951,2.5862396456515104,15.376794173170701,3.3836345486741837,0.0
7.8569927,9.230640127097486,4.98838268271806,4.913313933249294,5.02904545560453,12.08556878929328,20.00140479467704,9.055034823485226,7.546110373183856,6.139523916036821,2.485608595245815,15.15855253291295,3.366813976495659,0.0
7.93408,9.308067877649382,5.03167141121112,4.9255127982134415,5.0391725585005185,12.184465681173121,19.9741051836485,9.050323199682698,7.559980679712237,6.1938111483417435,2.3996955485692695,14.981130394764497,3.3520635185334853,0.0
8.024499,9.40429011958146,5.085049740120199,4.94259332741991,5.052140324562405,12.292215661362825,19.92900468175213,9.04591968982088,7.575426375902936,6.248704933671929,2.313794940275482,14.77654786149766,3.3343123440321767,0.0
8.092931,9.471955562836241,5.123383443492538,4.947849943359853,5.060586643562285,12.386353712555117,19.914944129467955,9.049768246451737,7.5858845934856545,6.30053420981692,2.2223747966258234,14.616660869397863,3.3197038489479977,0.0
8.127567,9.50881962058434,5.143510267031734,4.950686834997692,5.0632816406554255,12.44506239010021,19.922105218138956,9.0518991547631,7.590544216739148,6.338003141969309,2.1503127702789477,14.522435008864173,3.3133397358769736,0.0
8.150129,9.53587184729321,5.1556048400377135,4.952126165803623,5.062339820746902,12.485246699491558,19.931933252326584,9.053901655393831,7.591547942847359,6.3676565137825225,2.091388345998452,14.460988176607254,3.3113947396710066,0.0
8.161325,9.553220136197819,5.1630366275776955,4.946779677061666,5.057876455429857,12.519798482658068,19.959272775461578,9.057318990890794,7.591099207453977,6.401032061150339,2.0270639447338574,14.413250404908155,3.310251236476193,0.0
8.156839,9.550792995525379,5.160304066126266,4.9376500178503235,5.0509796409016605,12.538351007715507,20.000361747159427,9.063480134977683,7.587522544331443,6.427536246038625,1.973200968192362,14.398123815299558,3.3116968158817732,0.0
8.197097,9.594383834318828,5.182845076049348,4.941943873710261,5.055950070912899,12.595769274148955,19.989634489145057,9.064523690743979,7.596772412348149,6.449939412701064,1.921787241236318,14.304983175031188,3.301467449653951,0.0
8.251187,9.648232053117916,5.210839008314943,4.947149496783361,5.059407078418677,12.665592576127265,19.972775844333473,9.064366741428687,7.60802246967896,6.475521293440326,1.866264992011199,14.193516410591386,3.288312035753809,0.0
8.319285,9.722014672198894,5.250953817883425,4.950693378798602,5.0641754852393746,12.75741113049767,19.944343973290295,9.070651909834922,7.621621888588096,6.5047866143688164,1.799398384235012,14.044210731301806,3.269738013763096,0.0
8.371929,9.783785921922675,5.282511849296257,4.95439728714712,5.0670359293963685,12.831459389138027,19.924436333352986,9.074360209945125,7.633062604614244,6.53053677741609,1.7368730077718029,13.924899571373212,3.256641118626092,0.0
8.418204,9.833292644570209,5.308224906736078,4.958915967272488,5.0701167785245405,12.891104486410274,19.900020327074632,9.075188926274375,7.645665747421754,6.547533755013426,1.6993976638101724,13.828642336113003,3.2418964607790577,0.0
8.439685,9.857061873836258,5.3193809422850835,4.9603749729304125,5.069535801951579,12.918686300733171,19.8982482760326,9.07737255952677,7.64778378440721,6.5639721033728184,1.6720724292825724,13.778618894237981,3.236892061403545,0.0
8.473457,9.892709840968674,5.336926334165783,4.965476696591426,5.072460638430538,12.954709681873835,19.876011984751127,9.07577903330262,7.65593020665677,6.577088590622202,1.6524438757952957,13.711932124972492,3.2285309918692358,0.0
8.482849,9.90562863879749,5.341840857897871,4.961777448187093,5.070093430728762,12.971416861148796,19.881477995941697,9.077583838827113,7.6567062187944135,6.585779838174112,1.630624973855993,13.691152999609695,3.2259168980369624,0.0
8.518763,9.94069902375736,5.363128609970227,4.9663562342491,5.073709388952145,13.011512140291465,19.862418200403393,9.078691713049936,7.665325801263956,6.594667739466551,1.60477258142887,13.62153446129345,3.217184105873542,0.0
8.578125,9.999919855065492,5.396843068606271,4.975528137480385,5.080469654391579,13.076590587057618,19.82707142685779,9.076696587949023,7.677148578033886,6.61347128584908,1.5700499865170667,13.50478352211658,3.201427310075218,0.0
8.624896,10.054960064081694,5.427376560539541,4.9795389689471214,5.084505625743048,13.137510601655974,19.801939109638386,9.076518579975078,7.687120115786277,6.635179843358616,1.5291990044930375,13.397142568530352,3.189008957250874,0.0
8.619428,10.067757251920188,5.429347224226372,4.970011117340213,5.073608620977428,13.162822954846131,19.837222460711384,9.084698272593483,7.6817477815907464,6.6643884072598745,1.4679582856621454,13.36999716995669,3.190440452915355,0.0
8.634265,10.097335149701989,5.435389117550212,4.955108654611435,5.063723765464552,13.214680878818076,19.871389385405536,9.095604087274719,7.68186519874547,6.696412666944059,1.3920226522720163,13.312242612357231,3.1842258308547033,0.0
8.629002,10.104895310006766,5.431708281727794,4.940371018789046,5.051387964361473,13.246877242437277,19.926071515508976,9.106041800612331,7.675793456843411,6.729618912152506,1.3139142848005856,13.288470305339532,3.1848499074203036,0.0
8.649177,10.139577431265904,5.4484511813174725,4.933024767330901,5.044557855274889,13.302902870439864,19.950147447266833,9.112163652558266,7.678584537765211,6.763678112931753,1.2377861452698415,13.21174660915993,3.177379389419134,0.0
8.696547,10.194419749564206,5.474650702850873,4.933811340532183,5.042216881998105,13.383134941452038,19.953342267219853,9.119221612419542,7.682401326462024,6.806069934009701,1.150875452236194,13.093950909233214,3.16590488202206,0.0
8.700724,10.203036359781388,5.47851614432574,4.932606319729635,5.039669384967981,13.395493331903078,19.960426234632614,9.120169027238955,7.681033468209616,6.815046614478621,1.132197079230186,13.075865375348311,3.1659406601538667,0.0
8.695898,10.198611517924734,5.476257086408571,4.9296956235659755,5.037554969262029,13.39703978558114,19.971900384249462,9.122864592640315,7.680081010166733,6.817814212945134,1.1203027579414548,13.081797628672634,3.1660804306417996,0.0
8.678304,10.19422156875258,5.4672501005694745,4.921888895674545,5.030989585533943,13.395471805721188,19.9980999695782,9.126665833472908,7.675398979697218,6.828594182576045,1.0964235741846828,13.093677146864453,3.1713183573747408,0.0
8.656311,10.17892485616491,5.454832077934079,4.914531669618296,5.024933719435152,13.378767316997441,20.02182210201198,9.128711033631697,7.668488240805626,6.831788139769064,1.090920347815127,13.129774733225114,3.1765057625915047,0.0
8.640798,10.171201237011061,5.448779660319178,4.90578502933151,5.020724290631402,13.37535113143313,20.04369804907409,9.133123072843977,7.663370856171327,6.836847172423813,1.0749831903317013,13.146102211482107,3.1800340989467037,0.0
8.617791,10.14613245461651,5.435113464611504,4.902567522676227,5.017174063113582,13.351605057102836,20.063064960015765,9.132691319013183,7.6580521476326755,6.831145768453825,1.0828348322711776,13.1940186018157,3.1855998086770034,0.0
8.623039,10.150239322760317,5.436451669449279,4.901382756416,5.015912503761687,13.361229313909373,20.068297576158027,9.13372814466385,7.658429209030943,6.834955534473294,1.073797238729638,13.181331665496984,3.184245065150601,0.0
8.617833,10.148350894134193,5.434791389900877,4.903615930184813,5.015570255526073,13.351978875804685,20.068468005355708,9.129989843644262,7.655510310716634,6.835443397544008,1.0774986543839429,13.191142261428476,3.1876401813763175,0.0
8.578163,10.114519820912541,5.412782512582397,4.893825219074783,5.005293114934782,13.319904924064971,20.108791568153485,9.134229977313185,7.6455506652829754,6.835058762897071,1.0742264140989206,13.257055061502692,3.1987619591821828,0.0
8.504186,10.047474563471193,5.372769847788103,4.876901608232637,4.991872655827275,13.254046270198035,20.177873135919164,9.140249488300107,7.624463918665501,6.829273254125225,1.0786172809717587,13.387688444460654,3.2187695320403367,0.0
8.43456,9.981556033098643,5.332448836620601,4.862065703105918,4.978826564515173,13.187707725063918,20.23776590039541,9.146018110784434,7.607948776046437,6.819195643491835,1.0940113073007245,13.51494689978183,3.2375084997950587,0.0
8.381835,9.93105383413929,5.301248451915845,4.850422228672933,4.96955504851805,13.133219139308624,20.28045921693948,9.148705680049874,7.59327969535857,6.807582860254737,1.1134399300507252,13.61905403251917,3.2519798822727095,0.0
8.330525,9.881826048737548,5.273949732605863,4.839871319257831,4.960207342478228,13.081572768350025,20.323849484185544,9.151746592756725,7.580667441898193,6.7977077874464165,1.129740523525899,13.712635620827776,3.266225337929939,0.0
8.328222,9.880274317711871,5.2724173996209,4.839090246233975,4.959973144013443,13.080668821683988,20.327209410709727,9.152964315955014,7.579607658656416,6.798234125201845,1.1284453496671951,13.714964917566569,3.2661502929790496,0.0
8.342932,9.894227492876908,5.280696670657002,4.843788372146527,4.9624360795418365,13.093909557301671,20.3104584206949,9.150851039137143,7.5845281561001245,6.7990256510486775,1.128638430455783,13.689091752525421,3.2623483775140136,0.0
8.375234,9.929679539406996,5.2997280333679555,4.851681067692421,4.9669854776911775,13.125782528570745,20.283284837858957,9.14719789920214,7.590053465193107,6.807658046214613,1.118478010339248,13.624941218951781,3.254529875510869,0.0
8.35792,9.921087788866036,5.289251521871046,4.842408751187864,4.96048769754052,13.12133713633309,20.309807925033965,9.153490615035476,7.584028711771495,6.814550415164692,1.0993948665146973,13.644780090696743,3.2593744799843742,0.0
8.377604,9.951589045206745,5.301685888552138,4.843205225349099,4.960980569263131,13.15392811331073,20.302833620949304,9.154442301965037,7.587393243958887,6.828314701216283,1.0690060182529941,13.592089510230569,3.2545317617450644,0.0
8.409893,9.987586556410893,5.318631316610111,4.846664393260964,4.964010039020715,13.19072624544651,20.282070894443123,9.153726827603501,7.594409909926594,6.8378609344022525,1.0512516187985068,13.528034517417845,3.245026746658973,0.0
8.480521,10.062377917644994,5.36013917895194,4.861331660718764,4.976274414769179,13.26483416087418,20.223026727167284,9.149291888495693,7.6119463479501395,6.855642803510712,1.0234194908028678,13.385642333468658,3.2260730756456106,0.0
8.524134,10.103052931411009,5.384193414590845,4.87608053394686,4.984890644548886,13.302999389862075,20.17848437224502,9.143284023249832,7.623322273072823,6.861648547260728,1.0211993130958246,13.306298620422147,3.214545936293937,0.0
8.572965,10.15321643209928,5.412926853416026,4.887889445284656,4.995089669711896,13.349579087468156,20.129765231814755,9.138102167346156,7.6340888156035955,6.869049891246952,1.0138028366428464,13.214656213430334,3.201833355935324,0.0
